title,opening_date,thu_preview,fri,sat,sun,weekend_total,fri_sat_sun_total,fri_to_weekend_mult,fri_sat_sun_mult,sat_to_sun_ratio,opening_theaters
Challengers,2024-04-26,,6255921.0,4956880.0,3798260.0,15011061.0,15011061.0,2.3995,2.3995,0.7663,3477.0
Champions,2023-03-10,,1820955.0,2059715.0,1268070.0,5148740.0,5148740.0,2.8275,2.8275,0.6157,3030.0
Chaos Walking,2021-03-05,,1326427.0,1586984.0,861939.0,3775350.0,3775350.0,2.8463,2.8463,0.5431,1980.0
Charlie the Wonderdog,2026-01-16,,156243.0,349968.0,275339.0,781550.0,781550.0,5.0021,5.0021,0.7868,1230.0
Cheech and Chong’s Last Movie,2025-04-25,,360515.0,117777.0,82128.0,560420.0,560420.0,1.5545,1.5545,0.6973,832.0
Chevalier,2023-04-21,,541000.0,572500.0,407788.0,1521288.0,1521288.0,2.812,2.812,0.7123,1275.0
Chhaava,2025-02-14,,500000.0,700000.0,590000.0,1790000.0,1790000.0,3.58,3.58,0.8429,497.0
Chhapaak,2020-01-10,,87927.0,129580.0,99274.0,316781.0,316781.0,3.6028,3.6028,0.7661,100.0
Chicken For Linda!,2024-04-05,,1131.0,1270.0,928.0,3329.0,3329.0,2.9434,2.9434,0.7307,1.0
Christmas Eve in Miller’s Point,2024-11-08,,42343.0,23538.0,18079.0,83960.0,83960.0,1.9829,1.9829,0.7681,405.0
Christmas Vs The Walters,2021-11-05,,8613.0,12736.0,6637.0,27986.0,27986.0,3.2493,3.2493,0.5211,80.0
Christmas with the Chosen: The Messengers,2021-12-01,,2700000.0,2200000.0,1200000.0,6100000.0,6100000.0,2.2593,2.2593,0.5455,1700.0
Christy,2025-11-07,,702585.0,360490.0,247813.0,1310888.0,1310888.0,1.8658,1.8658,0.6874,2011.0
City of Dreams,2024-08-30,,851434.0,203941.0,189792.0,1245167.0,1245167.0,1.4624,1.4624,0.9306,774.0
Civil War,2024-04-12,,10817252.0,8761974.0,5958142.0,25537368.0,25537368.0,2.3608,2.3608,0.68,3838.0
Clean,2022-01-28,,59343.0,72433.0,30322.0,162098.0,162098.0,2.7315,2.7315,0.4186,254.0
Clerks III,2022-09-13,,1101386.0,166323.0,276445.0,1544154.0,1544154.0,1.402,1.402,1.6621,1089.0
Clifford the Big Red Dog,2021-11-10,,2300172.0,3280603.0,4315807.0,9896582.0,9896582.0,4.3025,4.3025,1.3156,3407.0
Clika,2026-01-23,,565934.0,394476.0,300523.0,1260933.0,1260933.0,2.2281,2.2281,0.7618,522.0
Close to You,2024-08-16,,14511.0,13961.0,10601.0,39073.0,39073.0,2.6926,2.6926,0.7593,121.0
Clown in a Cornfield,2025-05-09,,1687881.0,1209789.0,751321.0,3648991.0,3648991.0,2.1619,2.1619,0.621,2277.0
Cocaine Bear,2023-02-24,,8688985.0,8914025.0,5657780.0,23260790.0,23260790.0,2.677,2.677,0.6347,3534.0
Cold Storage,2026-02-13,,288880.0,424545.0,222745.0,936170.0,936170.0,3.2407,3.2407,0.5247,1041.0
Come Away,2020-11-13,,30330.0,47885.0,27869.0,106084.0,106084.0,3.4977,3.4977,0.582,475.0
Come Out in Jesus Name,2023-03-13,,973795.0,,,973795.0,973795.0,1.0,1.0,,766.0
Come Play,2020-10-30,,1094030.0,1331245.0,694600.0,3119875.0,3119875.0,2.8517,2.8517,0.5218,2183.0
Come True,2021-03-12,,9289.0,13474.0,8327.0,31090.0,31090.0,3.347,3.347,0.618,96.0
Companion,2025-01-31,,4050659.0,3199373.0,2050081.0,9300113.0,9300113.0,2.296,2.296,0.6408,3285.0
Compartment No. 6,2022-01-26,,2639.0,1956.0,,4595.0,4595.0,1.7412,1.7412,,1.0
Conclave,2024-10-25,,2527720.0,2316590.0,1757685.0,6601995.0,6601995.0,2.6118,2.6118,0.7587,1753.0
"Confess, Fletch",2022-09-16,,95677.0,100410.0,70657.0,266744.0,266744.0,2.788,2.788,0.7037,516.0
Confetti,2021-08-20,,5250.0,2961.0,3780.0,11991.0,11991.0,2.284,2.284,1.2766,24.0
Consecration,2023-02-10,,122667.0,141445.0,65839.0,329951.0,329951.0,2.6898,2.6898,0.4655,762.0
CopShop,2021-09-17,,950116.0,848879.0,516643.0,2315638.0,2315638.0,2.4372,2.4372,0.6086,3005.0
Corporate Retreat,2026-05-22,,178385.0,71957.0,40062.0,290404.0,290404.0,1.628,1.628,0.5567,512.0
Corsage,2022-12-23,,10417.0,9954.0,11914.0,32285.0,32285.0,3.0993,3.0993,1.1969,2.0
Counter Column,2020-10-16,,2788.0,2112.0,1555.0,6455.0,6455.0,2.3153,2.3153,0.7363,2.0
Coup!,2024-08-02,,23560.0,26747.0,23078.0,73385.0,73385.0,3.1148,3.1148,0.8628,258.0
Cow,2022-04-08,,2012.0,2423.0,2082.0,6517.0,6517.0,3.2391,3.2391,0.8593,32.0
Crack House of the Dead,2021-06-18,,482.0,370.0,435.0,1287.0,1287.0,2.6701,2.6701,1.1757,5.0
Creed III,2023-03-03,,22089127.0,21300696.0,14980184.0,58370007.0,58370007.0,2.6425,2.6425,0.7033,4007.0
Crime 101,2026-02-13,,3901026.0,6809561.0,3541247.0,14251834.0,14251834.0,3.6534,3.6534,0.52,3161.0
Crimes of the Future,2022-06-03,,506094.0,328961.0,282907.0,1117962.0,1117962.0,2.209,2.209,0.86,773.0
Crisis,2021-02-25,12047.0,58132.0,82763.0,49754.0,202696.0,190649.0,3.4868,3.2796,0.6012,216.0
Cruella,2021-05-28,,7707778.0,7280524.0,6508695.0,21496997.0,21496997.0,2.789,2.789,0.894,3892.0
Crunchyroll Anime Nights Sneak Peak December Edition,2025-12-15,,48126.0,,,48126.0,48126.0,1.0,1.0,,275.0
Cry Macho,2021-09-17,,1600000.0,,,1600000.0,1600000.0,1.0,1.0,,3967.0
Cuando Sea Joven,2022-09-23,,86054.0,90043.0,92368.0,268465.0,268465.0,3.1197,3.1197,1.0258,315.0
Cuckoo,2024-08-09,,1351667.0,932650.0,746120.0,3030437.0,3030437.0,2.242,2.242,0.8,1503.0
Cutting Through Rocks,2025-11-21,,2179.0,3254.0,1633.0,7066.0,7066.0,3.2428,3.2428,0.5018,1.0
C’mon C’mon,2021-11-19,,47948.0,48055.0,38444.0,134447.0,134447.0,2.804,2.804,0.8,5.0
DAN DA DAN: First Encounter,2024-09-13,,401986.0,265598.0,257922.0,925506.0,925506.0,2.3023,2.3023,0.9711,613.0
DC League of Super Pets,2022-07-29,,9327632.0,7729632.0,5946177.0,23003441.0,23003441.0,2.4662,2.4662,0.7693,4314.0
Dahomey,2024-10-25,,5260.0,9752.0,10948.0,25960.0,25960.0,4.9354,4.9354,1.1226,2.0
Dan Da Dan: Evil Eye,2025-06-06,,1509979.0,941089.0,747413.0,3198481.0,3198481.0,2.1182,2.1182,0.7942,1085.0
Dandelion,2024-07-12,,28924.0,21516.0,10422.0,60862.0,60862.0,2.1042,2.1042,0.4844,446.0
Dangerous Animals,2025-06-06,,759590.0,464195.0,340176.0,1563961.0,1563961.0,2.059,2.059,0.7328,1636.0
Dara Of Jasenovac,2021-02-05,,5093.0,6612.0,5005.0,16710.0,16710.0,3.281,3.281,0.757,12.0
Dark Feathers: Dance Of The Geisha,2024-08-02,,14020.0,4860.0,3579.0,22459.0,22459.0,1.6019,1.6019,0.7364,8.0
Dark State,2021-03-19,,2299.0,915.0,808.0,4022.0,4022.0,1.7495,1.7495,0.8831,7.0
Dating & New York,2021-09-10,,6835.0,4042.0,2977.0,13854.0,13854.0,2.0269,2.0269,0.7365,38.0
David,2025-12-19,,9662302.0,6705020.0,5633232.0,22000554.0,22000554.0,2.2769,2.2769,0.8402,3118.0
Day of the Fight,2024-12-06,,10179.0,7558.0,8122.0,25859.0,25859.0,2.5404,2.5404,1.0746,3.0
Dead of Winter,2025-09-26,,594904.0,255871.0,179336.0,1030111.0,1030111.0,1.7316,1.7316,0.7009,605.0
Deadpool & Wolverine,2024-07-26,,96189710.0,61644783.0,53600798.0,211435291.0,211435291.0,2.1981,2.1981,0.8695,4210.0
Dear Evan Hansen,2021-09-24,,3280865.0,2558795.0,1604170.0,7443830.0,7443830.0,2.2689,2.2689,0.6269,3364.0
Death Rider in the House of Vampires,2021-08-20,,2555.0,299.0,150.0,3004.0,3004.0,1.1757,1.1757,0.5017,1.0
Death of a Unicorn,2025-03-28,,2272250.0,2067750.0,1447425.0,5787425.0,5787425.0,2.547,2.547,0.7,3050.0
Death on the Nile,2022-02-11,,5069471.0,5775755.0,2045897.0,12891123.0,12891123.0,2.5429,2.5429,0.3542,3280.0
Decibel,2022-12-02,,7407.0,10310.0,8989.0,26706.0,26706.0,3.6055,3.6055,0.8719,21.0
Decorado,2026-05-15,,6370.0,5757.0,4755.0,16882.0,16882.0,2.6502,2.6502,0.826,112.0
Deep Water,2026-05-01,,707626.0,855951.0,540334.0,2103911.0,2103911.0,2.9732,2.9732,0.6313,1675.0
Deer Camp '86,2024-05-31,,15173.0,12864.0,6947.0,34984.0,34984.0,2.3057,2.3057,0.54,130.0
Demon Slayer -Kimetsu no Yaiba- The Movie: Infinity Castle,2025-09-12,,32984325.0,21610856.0,16015917.0,70611098.0,70611098.0,2.1407,2.1407,0.7411,3315.0
Demon Slayer The Movie: Mugen Train,2021-04-23,,9536257.0,6445970.0,5162573.0,21144800.0,21144800.0,2.2173,2.2173,0.8009,1605.0
Demon Slayer: Kimetsu No Yaiba—To the Swordsmith Village,2023-03-03,,4220412.0,3447394.0,2450000.0,10117806.0,10117806.0,2.3974,2.3974,0.7107,1774.0
Demon Slayer: Kimetsu no Yaiba—To the Hashira Training,2024-02-23,,5602987.0,3590634.0,2311793.0,11505414.0,11505414.0,2.0534,2.0534,0.6438,1949.0
Demonic,2021-08-20,,13824.0,17519.0,9340.0,40683.0,40683.0,2.9429,2.9429,0.5331,85.0
Den of Thieves 2: Pantera,2025-01-10,,5748627.0,5844845.0,3429437.0,15022909.0,15022909.0,2.6133,2.6133,0.5867,3008.0
Descendent,2025-08-15,,1342.0,1404.0,1464.0,4210.0,4210.0,3.1371,3.1371,1.0427,31.0
Desert Warrior,2026-04-24,,189220.0,166406.0,132222.0,487848.0,487848.0,2.5782,2.5782,0.7946,1010.0
Despicable Me 4,2024-07-03,,27202050.0,20398275.0,27050605.0,74650930.0,74650930.0,2.7443,2.7443,1.3261,4030.0
Devara Part 1,2024-09-27,,3900000.0,936000.0,764000.0,5600000.0,5600000.0,1.4359,1.4359,0.8162,1040.0
Devotion,2022-11-23,,1825172.0,1276095.0,2429476.0,5530743.0,5530743.0,3.0303,3.0303,1.9038,3405.0
Dhurandhar,2025-12-05,,522000.0,852000.0,750000.0,2124000.0,2124000.0,4.069,4.069,0.8803,390.0
Dhurandhar: The Revenge,2026-03-19,3978280.0,2986520.0,3923089.0,3127972.0,14015861.0,10037581.0,4.693,3.361,0.7973,987.0
Dicks: The Musical,2023-10-06,,80806.0,81431.0,39714.0,201951.0,201951.0,2.4992,2.4992,0.4877,7.0
"Die, My Love",2025-11-07,,1050349.0,925182.0,639129.0,2614660.0,2614660.0,2.4893,2.4893,0.6908,1983.0
Disney’s Snow White,2025-03-21,,16255317.0,15620436.0,10330662.0,42206415.0,42206415.0,2.5965,2.5965,0.6614,4200.0
Doctor Strange in the Multiverse of Madness,2022-05-06,,90720784.0,57806850.0,38893364.0,187420998.0,187420998.0,2.0659,2.0659,0.6728,4534.0
Dog,2022-02-18,,5059267.0,5614594.0,4210067.0,14883928.0,14883928.0,2.9419,2.9419,0.7498,3677.0
Dog Man,2025-01-31,,10778735.0,15202115.0,10021090.0,36001940.0,36001940.0,3.3401,3.3401,0.6592,3885.0
DogMan,2024-03-29,,11786.0,8351.0,4994.0,25131.0,25131.0,2.1323,2.1323,0.598,12.0
Dolittle,2020-01-17,,6210110.0,8841885.0,6792050.0,21844045.0,21844045.0,3.5175,3.5175,0.7682,4155.0
Dolly,2026-03-06,,236138.0,144574.0,93197.0,473909.0,473909.0,2.0069,2.0069,0.6446,810.0
Don’t Breathe 2,2021-08-13,,4393857.0,3669786.0,2558830.0,10622473.0,10622473.0,2.4176,2.4176,0.6973,3005.0
Don’t Let’s Go to the Dogs Tonight,2025-07-11,,20215.0,10573.0,6671.0,37459.0,37459.0,1.853,1.853,0.6309,4.0
"Don’t Worry, Darling",2022-09-23,,9469881.0,5777095.0,4106237.0,19353213.0,19353213.0,2.0437,2.0437,0.7108,4113.0
Downhill,2020-02-14,,2098824.0,1545286.0,977908.0,4622018.0,4622018.0,2.2022,2.2022,0.6328,2301.0
Downton Abbey: A New Era,2022-05-20,,7398050.0,4788105.0,3814340.0,16000495.0,16000495.0,2.1628,2.1628,0.7966,3820.0
Downton Abbey: The Grand Finale,2025-09-12,,8817220.0,5276695.0,4013490.0,18107405.0,18107405.0,2.0536,2.0536,0.7606,3694.0
Dracula,2025-10-29,,1836.0,1968.0,2726.0,6530.0,6530.0,3.5566,3.5566,1.3852,15.0
Dragon Ball Super: Super Hero,2022-08-19,,10915414.0,5813401.0,4395234.0,21124049.0,21124049.0,1.9352,1.9352,0.7561,3018.0
Dragon Heart — Adventures Beyond This World,2025-06-06,,5278.0,4236.0,4111.0,13625.0,13625.0,2.5815,2.5815,0.9705,3.0
Dream Horse,2021-05-21,,260429.0,327698.0,206614.0,794741.0,794741.0,3.0517,3.0517,0.6305,1254.0
Dream Scenario,2023-11-10,,98638.0,66808.0,54589.0,220035.0,220035.0,2.2307,2.2307,0.8171,6.0
Dreamin’ Wild,2023-08-04,,50075.0,46606.0,39710.0,136391.0,136391.0,2.7237,2.7237,0.852,402.0
Drishyam 2,2022-11-18,,280000.0,435000.0,335000.0,1050000.0,1050000.0,3.75,3.75,0.7701,305.0
Drive-Away Dolls,2024-02-23,,1011980.0,849045.0,543305.0,2404330.0,2404330.0,2.3759,2.3759,0.6399,2280.0
Drop,2025-04-11,,3334985.0,2545415.0,1516615.0,7397015.0,7397015.0,2.218,2.218,0.5958,3085.0
Dumb Money,2023-09-15,,92382.0,74409.0,54156.0,220947.0,220947.0,2.3917,2.3917,0.7278,8.0
Dune,2021-10-22,,17500000.0,13720000.0,9780000.0,41000000.0,41000000.0,2.3429,2.3429,0.7128,4125.0
Dune: Part Two,2024-03-01,,32211366.0,28718894.0,21575131.0,82505391.0,82505391.0,2.5614,2.5614,0.7513,4071.0
Dungeons & Dragons: Honor Among Thieves,2023-03-31,,15222358.0,12910476.0,9072950.0,37205784.0,37205784.0,2.4442,2.4442,0.7028,3855.0
Dunki,2023-12-21,877462.0,923558.0,972617.0,818294.0,3591931.0,2714469.0,3.8892,2.9391,0.8413,650.0
Dust Bunny,2025-12-12,,153786.0,109515.0,78297.0,341598.0,341598.0,2.2213,2.2213,0.7149,402.0
Dutch,2021-03-12,,37909.0,59915.0,37191.0,135015.0,135015.0,3.5616,3.5616,0.6207,202.0
Dìdi (弟弟),2024-07-26,,97669.0,56094.0,53544.0,207307.0,207307.0,2.1225,2.1225,0.9545,5.0
EPiC: Elvis Presley in Concert,2026-02-20,,1422760.0,1067070.0,725608.0,3215438.0,3215438.0,2.26,2.26,0.68,325.0
Earwig and the Witch,2021-02-03,,20144.0,12683.0,31248.0,64075.0,64075.0,3.1808,3.1808,2.4638,430.0
East of Wall,2025-08-15,,228890.0,76350.0,69356.0,374596.0,374596.0,1.6366,1.6366,0.9084,626.0
Easter Sunday,2022-08-05,,2033045.0,1806350.0,1607735.0,5447130.0,5447130.0,2.6793,2.6793,0.89,3175.0
Eddington,2025-07-18,,1883012.0,1355769.0,1165961.0,4404742.0,4404742.0,2.3392,2.3392,0.86,2111.0
Eden,2025-08-22,,644639.0,229334.0,174401.0,1048374.0,1048374.0,1.6263,1.6263,0.7605,664.0
Eileen,2023-12-01,,37863.0,30975.0,24452.0,93290.0,93290.0,2.4639,2.4639,0.7894,6.0
Eleanor the Great,2025-09-26,,430013.0,265564.0,199110.0,894687.0,894687.0,2.0806,2.0806,0.7498,892.0
Elemental,2023-06-16,,11704094.0,9820165.0,8078170.0,29602429.0,29602429.0,2.5292,2.5292,0.8226,4035.0
Elevation,2024-11-08,,402670.0,475455.0,338453.0,1216578.0,1216578.0,3.0213,3.0213,0.7119,1416.0
Eli Roth Presents: Dream Eater,2025-10-24,,36961.0,25425.0,18011.0,80397.0,80397.0,2.1752,2.1752,0.7084,352.0
Eli Roth Presents: Jimmy and Stiggs,2025-08-15,,45863.0,19045.0,13580.0,78488.0,78488.0,1.7114,1.7114,0.713,626.0
Elio,2025-06-20,,8967892.0,6639159.0,5233616.0,20840667.0,20840667.0,2.3239,2.3239,0.7883,3750.0
Ella McCay,2025-12-12,,870614.0,710071.0,439856.0,2020541.0,2020541.0,2.3208,2.3208,0.6195,2500.0
Elli and Her Monster Team,2025-09-12,,2868.0,8332.0,6911.0,18111.0,18111.0,6.3149,6.3149,0.8295,155.0
Elvis,2022-06-24,,12755467.0,9929779.0,8526333.0,31211579.0,31211579.0,2.4469,2.4469,0.8587,3906.0
Embattled,2020-11-20,,6494.0,5844.0,2803.0,15141.0,15141.0,2.3315,2.3315,0.4796,68.0
Emily,2023-02-17,,15714.0,13205.0,11368.0,40287.0,40287.0,2.5638,2.5638,0.8609,5.0
Emily the Criminal,2022-08-12,,222184.0,254896.0,192081.0,669161.0,669161.0,3.0117,3.0117,0.7536,470.0
Emma.,2020-02-21,,79626.0,92273.0,62583.0,234482.0,234482.0,2.9448,2.9448,0.6782,5.0
Empire of Light,2022-12-09,,67740.0,54639.0,41026.0,163405.0,163405.0,2.4122,2.4122,0.7509,110.0
Encanto,2021-11-24,,7553221.0,5807558.0,11075133.0,24435912.0,24435912.0,3.2352,3.2352,1.907,3980.0
Enemies of the State,2021-07-30,,2367.0,993.0,782.0,4142.0,4142.0,1.7499,1.7499,0.7875,13.0
Eno,2024-07-12,,4175.0,5271.0,5000.0,14446.0,14446.0,3.4601,3.4601,0.9486,1.0
Enys Men,2023-03-31,,30006.0,26593.0,18182.0,74781.0,74781.0,2.4922,2.4922,0.6837,62.0
Ernest & Celestine: A Trip to Gibberitia,2023-09-01,,2325.0,3164.0,2637.0,8126.0,8126.0,3.4951,3.4951,0.8334,25.0
Erupcja,2026-04-17,,12380.0,6525.0,6745.0,25650.0,25650.0,2.0719,2.0719,1.0337,2.0
Escape From Germany,2024-04-11,39619.0,78832.0,83911.0,5357.0,207719.0,168100.0,2.635,2.1324,0.0638,40.0
Escape Room: Tournament of Champions,2021-07-16,,3850310.0,2797584.0,2153497.0,8801391.0,8801391.0,2.2859,2.2859,0.7698,2815.0
Eternals,2021-11-05,,30844219.0,24124504.0,16328496.0,71297219.0,71297219.0,2.3115,2.3115,0.6768,4090.0
Eternity,2025-11-26,,1450535.0,616272.0,1137712.0,3204519.0,3204519.0,2.2092,2.2092,1.8461,1348.0
Even in Dreams,2021-08-06,,4858.0,1246.0,264.0,6368.0,6368.0,1.3108,1.3108,0.2119,5.0
Every Body,2023-06-30,,47615.0,50130.0,52285.0,150030.0,150030.0,3.1509,3.1509,1.043,255.0
Everything Everywhere All At Once,2022-03-25,,203900.0,169866.0,127539.0,501305.0,501305.0,2.4586,2.4586,0.7508,10.0
Evicted,2025-04-18,,1255.0,1675.0,69.0,2999.0,2999.0,2.3896,2.3896,0.0412,1.0
Evil Dead Rise,2023-04-21,,10348229.0,8152634.0,6003452.0,24504315.0,24504315.0,2.368,2.368,0.7364,3402.0
Ex-Husbands,2025-02-21,,5080.0,3703.0,1404.0,10187.0,10187.0,2.0053,2.0053,0.3792,1.0
Exhibiting Forgiveness,2024-10-18,,128799.0,87469.0,60006.0,276274.0,276274.0,2.145,2.145,0.686,774.0
Expend4bles,2023-09-22,,3116557.0,2967553.0,1954911.0,8039021.0,8039021.0,2.5795,2.5795,0.6588,3518.0
Extremely Unique Dynamic,2025-01-10,,12377.0,12654.0,13176.0,38207.0,38207.0,3.0869,3.0869,1.0413,1.0
Ezra,2024-05-31,,573662.0,373025.0,295991.0,1242678.0,1242678.0,2.1662,2.1662,0.7935,1320.0
F1: The Movie,2025-06-27,,25001059.0,17502336.0,14498272.0,57001667.0,57001667.0,2.28,2.28,0.8284,3661.0
F9: The Fast Saga,2021-06-25,,29858750.0,22348525.0,17835890.0,70043165.0,70043165.0,2.3458,2.3458,0.7981,4179.0
Faces of Death,2026-04-10,,884318.0,475927.0,287472.0,1647717.0,1647717.0,1.8633,1.8633,0.604,1600.0
Fackham Hall,2025-12-05,,302273.0,179832.0,143206.0,625311.0,625311.0,2.0687,2.0687,0.7963,1112.0
Fall,2022-08-12,,927079.0,892698.0,692368.0,2512145.0,2512145.0,2.7097,2.7097,0.7756,1548.0
Falling for Figaro,2021-10-01,,4955.0,5398.0,3982.0,14335.0,14335.0,2.893,2.893,0.7377,44.0
Family Camp,2022-05-13,,498578.0,531624.0,369171.0,1399373.0,1399373.0,2.8067,2.8067,0.6944,854.0
Fantastic Beasts: The Secrets of Dumbledore,2022-04-15,,20027334.0,13810828.0,8313094.0,42151256.0,42151256.0,2.1047,2.1047,0.6019,4208.0
Fantasy Island,2020-02-14,,5410273.0,4104353.0,2795794.0,12310420.0,12310420.0,2.2754,2.2754,0.6812,2784.0
Fast Dreams,2023-11-03,,3534.0,386.0,401.0,4321.0,4321.0,1.2227,1.2227,1.0389,1.0
Fast X,2023-05-19,,28015320.0,22500515.0,16501575.0,67017410.0,67017410.0,2.3922,2.3922,0.7334,4046.0
Fatale,2020-12-18,,339495.0,345657.0,232960.0,918112.0,918112.0,2.7043,2.7043,0.674,1107.0
Father Stu,2022-04-13,,1550921.0,776176.0,1682845.0,4009942.0,4009942.0,2.5855,2.5855,2.1681,2705.0
"Father, Mother, Sister, Brother",2025-12-24,,22422.0,24055.0,15239.0,61716.0,61716.0,2.7525,2.7525,0.6335,4.0
Fear,2023-01-27,,466992.0,504151.0,256651.0,1227794.0,1227794.0,2.6292,2.6292,0.5091,974.0
Ferrari,2023-12-25,,2876285.0,1545818.0,1229598.0,5651701.0,5651701.0,1.9649,1.9649,0.7954,2330.0
Fight or Flight,2025-05-09,,1000730.0,545417.0,455934.0,2002081.0,2002081.0,2.0006,2.0006,0.8359,2153.0
Fighter,2024-01-25,560000.0,1000000.0,1500000.0,1150000.0,4210000.0,3650000.0,4.21,3.65,0.7667,662.0
Fighting Spirit: A Combat Chaplain’s Journey,2024-11-08,,4896.0,5631.0,5887.0,16414.0,16414.0,3.3525,3.3525,1.0455,141.0
Final Account,2021-05-21,,46410.0,53230.0,40345.0,139985.0,139985.0,3.0163,3.0163,0.7579,308.0
Final Destination: Bloodlines,2025-05-16,,20959554.0,17965375.0,12675177.0,51600106.0,51600106.0,2.4619,2.4619,0.7055,3523.0
Final Frequency,2021-06-11,,2000.0,1405.0,1330.0,4735.0,4735.0,2.3675,2.3675,0.9466,9.0
Finding You,2021-05-14,,326433.0,368726.0,225317.0,920476.0,920476.0,2.8198,2.8198,0.6111,1312.0
Fire of Love,2022-07-06,,6926.0,11432.0,6067.0,24425.0,24425.0,3.5266,3.5266,0.5307,3.0
Firebird,2022-04-29,,19096.0,21079.0,17205.0,57380.0,57380.0,3.0048,3.0048,0.8162,89.0
Firebrand,2024-06-14,,79744.0,86983.0,66646.0,233373.0,233373.0,2.9265,2.9265,0.7662,442.0
Fireflies at El Mozote,2026-04-17,,14031.0,19846.0,20999.0,54876.0,54876.0,3.9111,3.9111,1.0581,39.0
Firestarter,2022-05-13,,1549840.0,1407675.0,870200.0,3827715.0,3827715.0,2.4697,2.4697,0.6182,3412.0
First Cow,2020-03-06,,28030.0,36418.0,16875.0,81323.0,81323.0,2.9013,2.9013,0.4634,4.0
Five Nights at Freddy’s,2023-10-27,,39645580.0,24279905.0,16076235.0,80001720.0,80001720.0,2.0179,2.0179,0.6621,3675.0
Five Nights at Freddy’s 2,2025-12-05,,29957030.0,20801885.0,13248515.0,64007430.0,64007430.0,2.1366,2.1366,0.6369,3412.0
Flag Day,2021-08-20,,11959.0,18690.0,12304.0,42953.0,42953.0,3.5917,3.5917,0.6583,24.0
Flee,2021-12-03,,10517.0,8617.0,5660.0,24794.0,24794.0,2.3575,2.3575,0.6568,4.0
Flight Risk,2025-01-24,,4376398.0,4963315.0,2243775.0,11583488.0,11583488.0,2.6468,2.6468,0.4521,3161.0
Flux Gourmet,2022-06-24,,1201.0,1409.0,1170.0,3780.0,3780.0,3.1474,3.1474,0.8304,19.0
Fly Me to the Moon,2024-07-12,,4476129.0,3000561.0,1925486.0,9402176.0,9402176.0,2.1005,2.1005,0.6417,3356.0
Followed,2020-06-19,,57963.0,66232.0,28630.0,152825.0,152825.0,2.6366,2.6366,0.4323,44.0
Food and Country,2024-10-02,,846.0,1092.0,2367.0,4305.0,4305.0,5.0887,5.0887,2.1676,1.0
Fool’s Paradise,2023-05-12,,191185.0,152522.0,120552.0,464259.0,464259.0,2.4283,2.4283,0.7904,794.0
For King + Country: A Drummer Boy Christmas,2024-12-05,563148.0,609985.0,805140.0,849144.0,2827417.0,2264269.0,4.6352,3.712,1.0547,1527.0
For the Love of Money,2021-11-24,,27335.0,47334.0,76005.0,150674.0,150674.0,5.5121,5.5121,1.6057,519.0
Forbidden Fruits,2026-03-27,,563644.0,343700.0,264517.0,1171861.0,1171861.0,2.0791,2.0791,0.7696,1525.0
Force of Nature: The Dry 2,2024-05-10,,11577.0,14034.0,10998.0,36609.0,36609.0,3.1622,3.1622,0.7837,153.0
Fortune Favors Lady Nikuko,2022-06-03,,4479.0,4305.0,5519.0,14303.0,14303.0,3.1933,3.1933,1.282,68.0
Forty-Seven Days with Jesus,2024-03-11,,117784.0,111608.0,118925.0,348317.0,348317.0,2.9573,2.9573,1.0656,979.0
Foster Boy,2020-09-18,,1878.0,2488.0,1734.0,6100.0,6100.0,3.2481,3.2481,0.6969,1.0
Found Wandering Lost,2022-01-27,570.0,,,,570.0,,,,,1.0
Four Good Days,2021-04-30,,99804.0,115735.0,82819.0,298358.0,298358.0,2.9894,2.9894,0.7156,298.0
Freakier Friday,2025-08-08,,12830077.0,9167029.0,6586061.0,28583167.0,28583167.0,2.2278,2.2278,0.7185,3975.0
Freaky,2020-11-13,,1486810.0,1397115.0,716430.0,3600355.0,3600355.0,2.4215,2.4215,0.5128,2472.0
Free Guy,2021-08-13,,10445933.0,10357786.0,7561697.0,28365416.0,28365416.0,2.7155,2.7155,0.73,4165.0
Freelance,2023-10-27,,885000.0,705000.0,496000.0,2086000.0,2086000.0,2.3571,2.3571,0.7035,2057.0
Friendship,2025-05-09,,227367.0,124743.0,99794.0,451904.0,451904.0,1.9876,1.9876,0.8,6.0
From the World of John Wick: Ballerina,2025-06-06,,10526813.0,8130372.0,5844478.0,24501663.0,24501663.0,2.3275,2.3275,0.7188,3409.0
Fureru,2025-12-01,,409.0,,,409.0,409.0,1.0,1.0,,2.0
Furiosa: A Mad Max Saga,2024-05-24,,10356086.0,8351559.0,7618817.0,26326462.0,26326462.0,2.5421,2.5421,0.9123,3804.0
